Ticker,Description,Total Shares Outstanding,Shares Float,Relative Volume,Price,Volume,Market Capitalization,Change %,Post-market Volume,Pre-market Volume,Pre-market Gap %,Pre-market Change %,Pre-market Close,Technical Rating
HIHO,Highway Holdings Limited,4036830,2569252.56399,0.13512999,1.98,6745,7992913.75384616,1.53846154,,,,,,Sell
BHAT,Blue Hat Interactive Entertainment Technology,9479950,6391619.28875,0.07173482,0.8425,35336,7986855.60479042,0.89820359,,,,,,Buy
DFFN,Diffusion Pharmaceuticals Inc.,2039880,2035426.94196,0.62819145,3.91,2768,7975923.82152231,2.62467192,,,,,,Sell
CBIO,"Catalyst Biosciences, Inc.",37759800,24901870.6638,1.67317987,0.2111,209537,7971098.80619048,0.52380952,566,,,,,Sell
CETX,Cemtrex Inc.,824568,737449.092528,0.69143064,9.51,15094,7841641.36755647,-2.3613963,,,,,,Buy
ALRN,"Aileron Therapeutics, Inc.",4541170,3278270.623,11.36487126,1.72,122569,7810806.53127319,16.05154848,6553,,,,,Buy
EBET,"EBET, INC.",25119400,19731389.1776,0.97897826,0.3102,222287,7792046.0079602,2.88557214,788,5533,-0.66334992,-0.09950249,0.3012,Sell
LSF,"Laird Superfood, Inc.",9219500,6145423.676,5.37101768,0.839361,43024,7738488.7395,-5.68977528,114,,,,,Strong Sell
SECO,Secoo Holding Limited,5750970.4,5205916.42937,0.07707706,0.96,245803,7701129,-11.9266055,18926,4929,-1.83486239,-1.83486239,1.07,Sell
HALL,"Hallmark Financial Services, Inc.",1818480,1307869.0008,1.52585292,4.23,15667,7692178.86,-6,,,,,,Strong Sell
MINM,"Minim, Inc.",1887540,1020664.60452,0.05516122,4.04,324683,7625641.58878505,-5.60747664,9909,18704,-0.23364486,-0.70093458,4.25,Neutral
GHSI,"Guardion Health Sciences, Inc.",1267340,1006810.38152,0.13251784,6.01,1911,7616712.8174475,-2.90791599,,,,,,Neutral
SNTG,Sentage Holdings Inc.,2805330,1056007.56657,0.01021492,2.7,77137,7574377.72277228,-10.89108911,1436,2645,4.95049505,0.330033,3.04,Neutral
OXBR,Oxbridge Re Holdings Limited,5866230,4847529.82935,2.34924083,1.29,19681,7567442.44537815,8.40336134,,,,,,Neutral
WLDS,Wearable Devices Ltd.,15049720,10549718.27252,0.44136458,0.5,12560,7524860.72423398,-0.51730999,,223,0.27855153,0.25865499,0.5039,Sell
EVOK,"Evoke Pharma, Inc.",3343070,3266413.4049,1.22719937,2.25,15057,7521907.53132438,1.04639152,,,,,,Buy
ACRX,"AcelRx Pharmaceuticals, Inc.",10918500,10810395.9315,1.22644921,0.6861,108541,7491150.39932433,-7.28378378,884,24986,-0.02702703,-7.51351351,0.6844,Sell
AHG,Akso Health Group,23826183.3333333,,0.06875375,0.325001,2622,7459978,3.80102204,,,,,,Sell
ISUN,"iSun, Inc.",14059200,7352216.4624,0.91875399,0.5293,209156,7441522.27267857,-5.48214286,507,1547,-3.57142857,-0.73214286,0.5559,Strong Sell
DATS,"DatChat, Inc.",20597169,17832925.934355,0.9918627,0.3676,64980,7438042.28270413,7.57974832,11198,1295,0.96575944,3.89230319,0.355,Sell
MTEK,Maris-Tech Ltd.,7999216,4675669.739456,725.13597362,0.9211,10377856,7368082.76781501,8.67154318,73066,4537882,28.59839547,26.23879188,1.07,Buy
TOPS,TOP Ships Inc.,10294900,9740612.2891,0.46101312,0.7156,249845,7367035.25709651,-3.27115437,11430,1782,-1.32468235,1.37875101,0.75,Sell
AYTU,"Aytu BioPharma, Inc.",3573260,3392274.381,0.92459249,2.05,187665,7325186.96022727,16.47727273,9640,100,-3.40909091,-3.40909091,1.7,Neutral
PSHG,Performance Shipping Inc.,9968410,9951015.12455,1.23769814,0.7315,125952,7291888.50133334,-2.46666667,222,2630,10.66666667,0,0.75,Sell
OGEN,Oragenics Inc.,2024660,1984067.59166,7.14050902,3.6,54737,7288765.71428572,28.57142857,2629,,,,,Buy
ARDS,Aridis Pharmaceuticals Inc.,36077500,24698764.7325,2.77701319,0.2,783306,7215505.35211268,12.67605634,6180,1186,1.4084507,1.4084507,0.18,Neutral
GDC,GD Culture Group Limited,1117540,668307.91818,0.10686088,5.03,506164,7181355.57654723,-18.0781759,11680,41467,-1.14006515,-8.79478827,5.6,Sell
CYCC,"Cyclacel Pharmaceuticals, Inc.",12539200,11314220.4736,0.44670207,0.568,29895,7122259.17958068,3.55515041,1400,353,3.40929809,3.40929809,0.5672,Sell
HSCS,"Heart Test Laboratories, Inc.",8349859,6420498.830165,0.68928284,0.8507,38493,7103228.99545455,-3.32954545,,4800,5.11363636,2.95454545,0.906,Sell
SSY,"SunLink Health Systems, Inc.",7031600,5160118.5652,0.44219134,1.0101,5094,7102622.05736794,2.01999798,,,,,,Sell
BLCM,"Bellicum Pharmaceuticals, Inc.",9046300,8863302.3973,0.44239415,0.7791,5059332,7047970.706875,-18.84375,168811,740572,-7.29166667,-16.35416667,0.803,Buy
VINE,"Fresh Vine Wine, Inc.",13793278.2469,7261512.712915,0.21450014,0.51,12140,7034576.43564356,0.99009901,122,1300,10.53465347,4.85148515,0.5295,Neutral
BON,Bon Natural Life Limited,11146226,7476342.235726,2.99931336,0.63,1696136,7022124.98340234,8.63923325,49249,457408,-10.15707854,0.0343162,0.5801,Sell
IFBD,"Infobird Co., Ltd",22939300,20388541.5972,0.46988211,0.305,164308,6996490.34369885,-0.16366612,100,300,1.47299509,1.34206219,0.3096,Sell
CRKN,Crown Electrokinetics Corp.,43713100,33968357.1825,0.33556385,0.159,12799867,6950389.18604651,8.75512996,1996088,887076,0,-1.2995896,0.1443,Buy
DUO,Fangdd Network Group Ltd.,4935644.39466667,,0.98104402,0.89,154423,6852573,-14.42307692,17494,1980,-7.69230769,-3.84615385,1,Sell
AIHS,Senmiao Technology Limited,7693040,6523267.10976,0.43869296,0.89,83136,6846805.36423841,-1.76600442,,442,-0.66225166,-0.66225166,0.9,Sell
GCTK,"GlucoTrack, Inc.",15503600,10141168.3212,0.06106135,0.4411,160644,6838652.34369565,-4.10869565,18528,32356,0,0.02173913,0.4601,Sell
PRFX,PainReform Ltd.,10634200,5872683.779,0.37723627,0.64,43967,6805866.66666667,-3.03030303,,,,,,Buy
SILO,"Silo Pharma, Inc.",3158800,2573000.54,32.39652513,2.15,308781,6791413.22072072,-3.15315315,100,195399,2.7027027,-1.35135135,2.19,Strong Sell
CJJD,"China Jo-Jo Drugstores, Inc.",8537360,7101239.45024,0.3047809,0.7907,2218056,6750490.10452494,-3.56140993,82688,131663,2.85400659,-1.20746432,0.81,Sell
ASNS,"Actelis Networks, Inc.",1740756.5,1325942.929832,0.27914962,3.87,357195,6736728.64864865,4.59459459,6772,4594,2.97297297,8.05135135,3.9979,Neutral
VS,Versus Systems Inc.,89578600,79079092.294,0.42472969,0.63,166729,6731187.75,-1.5625,12312,17943,1.5625,-4.6875,0.61,Neutral
GMBL,Esports Entertainment Group Inc.,3154970,3154354.78085,1.47563896,2.13,305543,6720094.94491526,-9.74576271,10755,85697,0,-5.50847458,2.23,Neutral
TIRX,TIAN RUIXIANG Holdings Ltd,3274540,2355986.60478,0.02440708,2.05,156653,6713227.63598326,-14.22594142,3491,10002,-3.76569038,-9.20502092,2.17,Buy
SPCB,"SuperCom, Ltd.",3136940,2478119.8612,0.7733548,1.1,34490,6536979.82142857,-1.78571429,1950,,,,,Sell
RSLS,"ReShape Lifesciences, Inc.",2649040,1829262.78352,3.95604161,2.46,388545,6516646.2962963,1.2345679,3464,,,,,Sell
APTX,Aptinyx Inc.,67715700,42654187.1457,0.61521106,0.096,2810688,6500709.33333333,6.66666667,274778,294158,2,5.55555556,0.095,Sell
EJH,E-Home Household Service Holdings Limited,24109800,18865002.3276,0.26127495,0.2687,833591,6478311.89678571,-4.03571429,49687,131853,-3.32142857,2.82142857,0.2879,Sell
RDHL,Redhill Biopharma Ltd.,2705019.235,2691515.778979,0.50108651,2.4,77180,6464996,0.41841004,203,3622,2.51046025,4.18410042,2.49,Sell
CEAD,CEA Industries Inc.,8076370,7513350.09456,1.01888127,0.795,19011,6420716.06638418,-6.42655367,,568,-10.4519774,-5.83804143,0.8,Sell
JFBR,Jeffs' Brands Ltd,8074217,3318567.780736,0.29777607,0.7921,38617,6395591.42222222,-2.20987654,1694,5731,4.9382716,-1.22222222,0.8001,Sell
CFRX,ContraFect Corporation,3669920,3591956.21952,0.01973652,1.74,133935,6385660.39534884,1.1627907,3348,8248,0,2.3255814,1.76,Sell
NEPT,Neptune Wellness Solutions Inc.,7989800,5943004.9952,2.43063924,0.5443,135951,6382162.99273842,-12.16717767,4852,943,8.35888333,3.2757786,0.64,Strong Sell
SWVL,Swvl Holdings Corp,5482150,2549731.51855,0.47520925,1.16,18242,6359297.47008547,-0.85470085,,,,,,Sell
NAOV,"NanoVibronix, Inc.",1662380,1651858.79698,0.06811943,3.81,1201,6333656.23577236,3.25203252,,,,,,Buy
VERB,"Verb Technology Company, Inc.",3840250,3596578.457,0.08704993,1.649,61198,6332743.49230769,-2.4260355,711,2243,5.91715976,1.18343195,1.71,Strong Sell
BNTC,Benitec Biopharma Inc.,27981161,26762133.739874,0.11999637,0.2246,35673,6284568.33181818,2.09090909,400,1200,0,-4.09090909,0.211,Buy
BACK,"IMAC Holdings, Inc.",33017000.00000001,26989416.48,2.26649719,0.19,4037789,6273239.5517868,15.08176863,169507,399801,-0.72683222,7.8134464,0.178,Buy
RELI,"Reliance Global Group, Inc.",1566050,932357.2638,0.68736953,4,34574,6264192.12598425,4.98687664,,3900,4.98687664,7.08661417,4.08,Buy
NXL,"Nexalin Technology, Inc.",7286562,5582125.84977,0.11209084,0.8595,2306,6262800.37504361,-0.04651704,,,,,,Buy
NBSE,"NeuBase Therapeutics, Inc.",33155400,27742217.3082,0.47124677,0.187653,220263,6221702.44579031,-1.13119073,301,1052,-2.52897787,-7.37618546,0.1758,Buy
XBIO,"Xenetic Biosciences, Inc.",15166600,13053528.6216,0.28510546,0.4102,9058,6221337.07140337,-3.49370662,,,,,,Strong Sell
IDW,IDW Media Holdings,14127400,10143526.4736,0.06917983,0.4388,10795,6199116.59166084,2.21290473,164,,,,,Sell
RMED,"Ra Medical Systems, Inc.",4984090,3483599.80096,1.59933749,1.24,52916,6180275.21259843,-2.36220472,499,11322,-3.93700787,2.36220472,1.3,Sell
OP,OceanPal Inc.,2982900,2945813.6043,1.04809112,0.255,373878,6179669.0077821,-0.77821012,2896,14662,5.05836576,2.10116732,0.2624,Sell
CYAN,Cyanotech Corporation,6271970,3670795.8819,0.33422161,0.97,10761,6083812.14358974,-0.51282051,,,,,,Sell
ONFO,Onfolio Holdings Inc.,5110195,3013931.68866,0.69034888,1.1797,7824,6028499.90214592,1.26180258,,,,,,Sell
MIND,"MIND Technology, Inc.",13788700,12937137.4654,0.71852517,0.436,48727,6011889.58150289,0.80924855,564,,,,,Sell
AMBO,"Ambow Education Holding Ltd. American Depository Shares, each representing two",23709554.5,23709554.5,0.06778705,0.2302,46922,5999878,0,,2800,-4.43092963,4.99565595,0.2417,Strong Sell
ALLR,"Allarity Therapeutics, Inc.",15530763,7149679.931628,0.99879471,0.3848,3122202,5976237.35341176,-9.45882353,604695,89777,2.11764706,-1.10588235,0.4203,Sell
SVVC,"Firsthand Technology Value Fund, Inc.",6893000,5792429.155,1.43270083,0.865,11152,5962442.06711096,1.13410499,,,,,,Sell
SNPX,"Synaptogenix, Inc.",7355370,6646819.85253,1.7716374,0.805,39316,5921074.27058824,-5.29411765,5137,,,,,Strong Sell
ACON,"Aclarion, Inc.",7861515,4976504.086815,0.11126632,0.75,50884,5896136.30051382,4.15220108,1650,3300,6.92959311,6.92959311,0.77,Sell
FRGT,"Freight Technologies, Inc.",3271390,3165625.9613,0.83271196,1.79,94032,5855782.77837838,-3.24324324,1378,4360,0,4.32432432,1.93,Sell
ENSV,Enservco Corporation,15788800,13547690.3616,2.99911651,0.37,521753,5841873.575,-7.5,905,8893,2.175,-3.125,0.3875,Sell
ATNF,180 Life Sciences Corp.,5317590,4613168.8527,0.72602682,1.09,83373,5796168.86111111,0.92592593,,3486,-1.85185185,-1.85185185,1.06,Sell
REVB,"Revelation Biosciences, Inc.",4511840,4353564.6528,0.5770957,1.2799,383168,5774702.47129311,10.3362069,14459,32741,-0.86206897,-3.44827586,1.12,Buy
SINT,"SiNtx Technologies, Inc.",3924340,2661977.9305,0.36741293,1.47,40132,5768774,0,790,100,-4.08163265,-4.08163265,1.41,Sell
PBLA,"Panbela Therapeutics, Inc.",14595900,14531444.5056,0.18630426,0.395,1518108,5765370.3355569,-20.15362846,50887,301861,-3.45664039,-16.71720234,0.412,Strong Sell
BJDX,"Bluejay Diagnostics, Inc.",20215288,9965934.83112,3.57259916,0.285,157612,5761353.67001255,-10.60225847,5186,,,,,Strong Sell
RIBT,RiceBran Technologies,6384330,6161650.95393,0.14168116,0.9,2802,5745900.53285968,-0.08880995,284,200,7.44893428,7.44893428,0.9679,Strong Sell
NOGN,"Nogin, Inc.",3334714.75,3334714.75,0.37823289,1.72,127468,5735709.8,-4.44444444,2904,1987,-2.22222222,-0.55555556,1.79,Sell
DYNT,Dynatronics Corporation,4037730,2900349.91176,0.3345844,1.4198,1462,5732771.77276596,0.69503546,340,,,,,Neutral
AGRX,"Agile Therapeutics, Inc.",932101,884363.447285,0.59083691,6.13,14548,5713778.79212598,-3.46456693,,2140,1.41732283,1.41889764,6.4401,Sell
INPX,Inpixon,17209700,17180529.5585,0.73802592,0.33,3154078,5679191.96428571,-1.78571429,164178,319978,2.67857143,-0.14880952,0.3355,Strong Sell
YCBD,"cbdMD, Inc.",2815660,1721122.85688,0.21069078,2.01,33712,5659481.13235294,-1.47058824,,1053,0.98039216,0.98039216,2.06,Strong Sell
TTOO,"T2 Biosystems, Inc.",20275400,19076698.0766,1.77572842,0.279,912498,5656844.18540298,-3.49360083,15890,6909,0,-0.03459011,0.289,Sell
PRSO,Peraso Inc.,14269600,4734510.584,0.91962318,0.3939,56707,5620791.29368421,3.65789474,1125,,,,,Sell
GBR,"New Concept Energy, Inc",5131930,3736994.44705,0.38482292,1.09,10555,5593808,0,,300,5.50458716,5.50458716,1.15,Neutral
DBGI,"Digital Brands Group, Inc.",1073340,1063281.73086,0.69910153,0.97,450443,5573696.21428571,-23.01587302,8195,33186,0,0,1.26,Sell
UNAM,Unico American Corporation,5304860,2949146.73438,0.12886088,1.05,456,5570106,0,,,,,,Sell
SQL,SeqLL Inc.,11886379,6372121.372594,0.95340507,0.4,148021,5554552.09552798,-6.34511824,592,300,3.02036994,2.99695622,0.4399,Strong Sell
KTRA,"Kintara Therapeutics, Inc.",1675310,1643244.5666,0.15196473,3.285,18258,5503376.925,2.65625,360,,,,,Sell
BKYI,"BIO-key International, Inc.",8465210,6941870.06487,0.35023375,0.65,5424,5502387.48874887,-2.49024902,,,,,,Sell
BSFC,Blue Star Foods Corp.,43824200,25154039.0192,3.65880934,0.1255,6202407,5499933.74015748,9.79877515,2424694,74355,2.79965004,2.97462817,0.1177,Neutral
QLGN,"Qualigen Therapeutics, Inc.",5052460,4350501.52236,0.32224485,1.0799,11949,5456154.13138959,0.91580226,200,,,,,Buy
HOTH,"Hoth Therapeutics, Inc.",3302110,3261523.76599,0.12077369,1.65,55787,5448486.22807018,-3.50877193,106,217,-6.43274854,-6.43274854,1.6,Sell
HTGM,"HTG Molecular Diagnostics, Inc.",2214150,2124809.0475,0.40096467,2.44,26718,5402537.37288136,3.38983051,393,,,,,Sell
IMBI,"iMedia Brands, Inc.",28916800,21506320.5808,0.67298065,0.1863,287014,5387208.84101124,4.66292135,8745,35000,-1.34831461,-1.34831461,0.1756,Sell
NBRV,Nabriva Therapeutics plc,3201460,2960777.43866,0.67616892,1.67,6243,5346432.14765101,12.08053691,120,,,,,Buy
ZVSA,"ZyVersa Therapeutics, Inc.",9081922,167125.528644,0.23246867,0.579999,1050116,5342905.354745,-3.3335,67527,113350,0,2.48333333,0.6149,Sell
NAVB,"Navidea Biopharmaceuticals, Inc.",32851300.00000001,22061389.0689,2.57164922,0.1625,581418,5338328.125,-9.31919643,1635,9900,0.44642857,0.44642857,0.18,Strong Sell
RKDA,"Arcadia Biosciences, Inc.",616074,595200.180732,0.66151916,6.21,47147,5325522.5850234,-3.1201248,421,3611,-0.93603744,-2.31357254,6.2617,Sell
ENSC,"Ensysce Biosciences, Inc.",1285470,1264216.03902,498.05842332,4.11,27730100,5283261.62790698,19.47674419,126334,4878364,-4.06976744,91.27906977,6.58,Buy
SVFD,"Save Foods, Inc.",4658730,2875945.83852,0.38779806,1.12,1016382,5217773.61983471,-7.43801653,9795,43054,-4.1322314,-6.61157025,1.13,Buy
SLNH,"Soluna Holdings, Inc.",27014100,20058455.5038,0.2287804,0.1927,150796,5205612.58516624,-1.43222506,630,1500,0.81841432,5.83120205,0.2069,Sell
AUUD,Auddia Inc.,12850700,7824881.1849,0.13277724,0.3986,16911,5122293.006,-0.35,1065,,,,,Sell
TANH,Tantech Holdings Ltd.,2217910,2134589.77503,0.04053736,2.295,27017,5090093.87892377,2.91479821,,561,-6.7264574,-5.82959641,2.1,Sell
GNLN,"Greenlane Holdings, Inc.",15993100,15405081.6923,0.88384773,0.312,93858,4989858.7425546,3.24288551,300,260,-0.72799471,3.20979484,0.3119,Neutral
ITP,"IT Tech Packaging, Inc.",10065900,9524183.4597,0.20056382,0.495,8395,4982630,0,,,,,,Buy
METX,Meten Holding Group Ltd.,24168000,20177984.04,0.10654968,0.2049,287358,4952029.05428571,-2.42857143,5200,2155,-3.14285714,-5,0.1995,Sell
DXF,Dunxin Financial Holdings Limited American Depositary Shares,20879187.5,,0.06096378,0.2163,1043121,4904521,-7.91826309,68545,100691,-2.17113665,-4.25713069,0.2249,Neutral
AVGR,"Avinger, Inc.",10083400,10059088.9226,0.03487926,0.4841,41575,4881391.90659794,-0.18556701,556,250,-2.06185567,0.98969072,0.4898,Sell
RNAZ,"TransCode Therapeutics, Inc.",15823500,11588071.2255,0.28308689,0.308,248086,4873648.09116809,-2.50079139,1333,250,0.66476733,0.66476733,0.318,Strong Sell
HILS,"Hillstream BioPharma, Inc.",11514144,3561981.045408,0.06471692,0.4226,136972,4865875.56791841,-2.03987019,36489,3947,0,-2.34121465,0.4213,Sell
CWBR,"CohBar, Inc.",2906930,2468157.9858,0.18866903,1.6738,1742,4865612.50793103,-3.8045977,215,,,,,Strong Sell
KPRX,"Kiora Pharmaceuticals, Inc.",1919270,1702498.04985,0.29886705,2.53,33196,4855753,0,200,,,,,Sell
ARTL,"Artelo Biosciences, Inc.",2855690,2828963.59729,0.22145804,1.6954,10085,4841533.71609468,0.31952663,1700,,,,,Sell
BIOL,"Biolase, Inc.",24174500,20019121.0205,1.82084259,0.2,1627895,4834896.61835749,-3.38164251,14032,134586,-3.38164251,1.44927536,0.21,Sell
SONN,"Sonnet BioTherapeutics Holdings, Inc.",20232900,18526679.7759,0.59978453,0.238,913190,4815431.06024096,-4.41767068,15840,22438,-1.48594378,1.20481928,0.252,Sell
TMBR,"Timber Pharmaceuticals, Inc.",3007620,2995027.09506,0.48584427,1.57,13605,4779839.95705522,-3.6809816,,,,,,Neutral
PIK,Kidpik Corp.,7688194,734891.399878,0.1517717,0.6208,60378,4772826.8,-3,,595,-6.25,-4.5,0.6112,Sell
SNOA,"Sonoma Pharmaceuticals, Inc.",4649250,4638096.44925,1.71578947,1.0222,49063,4752460.33625643,3.03396835,,,,,,Buy
PHIO,Phio Pharmaceuticals Corp.,1150580,1123747.32382,0.05826466,4.13,2174,4751903.47368421,3.50877193,,,,,,Neutral
BIOC,"Biocept, Inc.",17777200,17776648.9068,2.0618623,0.267,169949,4746508.50646805,4.66483732,100,588,-1.96001568,-1.99921599,0.25,Sell
LEXX,Lexaria Bioscience Corp.,5985650,5361376.63325,19.59120079,0.7901,1280044,4729261.87229268,-22.91707317,17010,365306,-20,-27.03414634,0.7479,Strong Sell
COMS,COMSovereign Holding Corp.,2683570,2613026.99541,0.22967796,1.76,48798,4723085.05263158,-7.36842105,917,600,1.57894737,0,1.9,Strong Sell
HSDT,"Helius Medical Technologies, Inc.",28211400,27342601.7256,0.39340088,0.165,165589,4654874.30167598,2.42085661,5041,1400,1.80012415,1.80074488,0.164001,Sell
UUU,"Universal Security Instruments, Inc.",2312890,1952458.47396,3.32146001,2,48302,4625774.16267943,-4.3062201,,,,,,Sell
INVO,"INVO BioScience, Inc.",13971300,12742049.1408,0.55133654,0.331,28488,4624494.97811497,-3.41406478,695,1350,16.69098337,7.55763058,0.3686,Sell
MOBQ,"Mobiquity Technologies, Inc.",17051900,10631024.1069,60.6343145,0.2712,163834130,4624472.65548387,74.96774194,3827522,18896594,25.74193548,44.51612903,0.224,Buy
TIVC,"Tivic Health Systems, Inc.",9677734,5545515.781212,10.78637793,0.154,7720830,4570370.53846154,18.46153846,475997,2490044,15.38461538,15.07692308,0.1496,Buy
WISA,"WiSA Technologies, Inc.",3801950,3590968.38865,0.35366531,1.2,80408,4562343.52941177,0.84033613,13084,,,,,Sell
BRQS,"Borqs Technologies, Inc.",18650400,12690851.184,1.72208111,0.2397,2924641,4470502.92555606,8.8061734,127524,27864,0.86246028,12.80072628,0.2485,Buy
SLRX,"Salarius Pharmaceuticals, Inc.",2468030,2114729.03747,115.79364045,1.81,3287972,4467137.81944445,-16.2037037,33852,1952228,0,6.01851852,2.29,Sell
KERN,Akerna Corp.,5767780,5641125.31898,0.51000179,0.77,35528,4441192.71565495,-1.59744409,1199,,,,,Sell
JZXN,"Jiuzi Holdings, Inc.",24545300,12620309.6292,0.0438028,0.1801,378755,4420614.21229947,-3.68983957,5685,30841,-9.67914439,-7.00534759,0.1739,Buy
SASI,"Sigma Additive Solutions, Inc.",10772700,10669335.9435,1.59573003,0.41,27804,4416812.16152019,-2.6128266,,,,,,Strong Sell
FWBI,"First Wave BioPharma, Inc.",1549580,1489391.21364,0.43059535,2.85,23804,4416306.5625,-1.04166667,,,,,,Buy
OPGN,"OpGen, Inc.",5495550,5458323.1443,0.25207121,0.8,156643,4396437.23821105,8.09350088,6741,400,1.35116876,2.68882583,0.76,Sell
OCTO,Eightco Holdings Inc.,633602,622786.41386,0.46147045,2.12,89880,4392175.84140969,-6.60792952,2038,4000,4.40528634,2.64317181,2.33,Sell
SPRC,SciSparc Ltd.,3526740,3452900.64462,0.18954367,0.62,80154,4253255.68862275,-2.30066183,2088,6556,-3.46675071,-0.72486606,0.63,Sell
VRAX,Virax Biolabs Group Limited,11662789,6392094.743964,0.51369918,0.36,148468,4198604.4198895,-0.55248619,1407,1000,7.73480663,7.73480663,0.39,Sell
MCOM,micromobility.com Inc.,5853878,5195449.87768,0.78556704,0.7137,669301,4177913.74322231,-7.86212239,11126,22805,-3.1629228,-0.348567,0.7719,Sell
INM,InMed Pharmaceuticals Inc.,322028.4,320473.002828,2.50515262,1.25,144277,4160244.83471074,3.30578512,200,5393,5.78512397,-7.43801653,1.12,Buy
LGMK,"LogicMark, Inc.",1220310,1070470.57572,1.0889269,3.39,1033728,4136841.05806452,9.35483871,5531,302606,10,1.93548387,3.16,Buy
NVIV,InVivo Therapeutics Holdings Corp.,2860450,2527001.6226,0.39277379,1.44,14506,4119041.91549296,1.4084507,500,,,,,Buy
BIMI,BIMI International Medical Inc.,4384780,2787606.34588,0.13708168,0.93,33823,4077845.7091563,-4.8105474,100,1148,-0.9210859,-1.9446284,0.958,Neutral
ENVB,"Enveric Biosciences, Inc.",2078270,1860872.56665,0.33836902,1.952,9284,4056784.74563107,-5.24271845,,,,,,Neutral
INBS,Intelligent Bio Solutions Inc.,1485830,975756.44764,0.16239284,2.6608,66695,3953482.90898113,0.40754717,32992,300,0,0,2.65,Sell
SNES,"SenesTech, Inc.",2964490,2521174.23642,0.3718774,1.33,45331,3942765.14925373,-0.74626866,,2299,0.02238806,-1.49253731,1.32,Sell
VINO,"Gaucho Group Holdings, Inc.",5521520,4504566.4464,0.09871643,0.71,214729,3920278.21016772,-6.9706499,2116,6018,-2.62054507,-1.99161426,0.748,Strong Sell
